DMS_id,uniprot_id,pfam_id,start,end,mutation_start,mutation_end
MYB_HUMAN_Beltran_2025_PF00249_143,P10242,PF00249,40.0,86.0,143,204
MYB_HUMAN_Beltran_2025_PF00249_143,P10242,PF00249,92.0,138.0,143,204
MYB_HUMAN_Beltran_2025_PF00249_143,P10242,PF00249,144.0,187.0,143,204
MYB_HUMAN_Beltran_2025_PF00249_143,P10242,PF07988,268.0,313.0,143,204
MYB_HUMAN_Beltran_2025_PF00249_143,P10242,PF09316,398.0,556.0,143,204
MYB_HUMAN_Beltran_2025_PF00249_40,P10242,PF00249,40.0,86.0,40,86
MYB_HUMAN_Beltran_2025_PF00249_40,P10242,PF00249,92.0,138.0,40,86
MYB_HUMAN_Beltran_2025_PF00249_40,P10242,PF00249,144.0,187.0,40,86
MYB_HUMAN_Beltran_2025_PF00249_40,P10242,PF07988,268.0,313.0,40,86
MYB_HUMAN_Beltran_2025_PF00249_40,P10242,PF09316,398.0,556.0,40,86
ANDR_HUMAN_Beltran_2025_PF00105_557,P10275,PF00104,699.0,878.0,557,632
ANDR_HUMAN_Beltran_2025_PF00105_557,P10275,PF00105,558.0,626.0,557,632
ANDR_HUMAN_Beltran_2025_PF00105_557,P10275,PF02166,6.0,449.0,557,632
ARAF_HUMAN_Beltran_2025_PF02196_21,P10398,PF00130,99.0,145.0,21,89
ARAF_HUMAN_Beltran_2025_PF02196_21,P10398,PF02196,20.0,89.0,21,89
ARAF_HUMAN_Beltran_2025_PF02196_21,P10398,PF07714,311.0,565.0,21,89
COT1_HUMAN_Beltran_2025_PF00105_83,P10589,PF00104,206.0,393.0,83,159
COT1_HUMAN_Beltran_2025_PF00105_83,P10589,PF00105,85.0,153.0,83,159
RARB_HUMAN_Beltran_2025_PF00105_85,P10826,PF00104,227.0,399.0,85,161
RARB_HUMAN_Beltran_2025_PF00105_85,P10826,PF00105,87.0,155.0,85,161
ODB2_HUMAN_Beltran_2025_PF02817_171,P11182,PF00198,250.0,479.0,171,214
ODB2_HUMAN_Beltran_2025_PF02817_171,P11182,PF00364,66.0,138.0,171,214
ODB2_HUMAN_Beltran_2025_PF02817_171,P11182,PF02817,172.0,206.0,171,214
ERG_HUMAN_Beltran_2025_PF02198_117,P11308,PF00178,312.0,390.0,117,197
ERG_HUMAN_Beltran_2025_PF02198_117,P11308,PF02198,116.0,197.0,117,197
CRGA_HUMAN_Beltran_2025_PF00030_85,P11844,PF00030,3.0,82.0,85,173
CRGA_HUMAN_Beltran_2025_PF00030_85,P11844,PF00030,89.0,170.0,85,173
ODP2_GEOSE_Beltran_2025_PF02817_126,P11961,PF00198,198.0,426.0,126,173
ODP2_GEOSE_Beltran_2025_PF02817_126,P11961,PF00364,4.0,76.0,126,173
ODP2_GEOSE_Beltran_2025_PF02817_126,P11961,PF02817,129.0,163.0,126,173
HARS1_HUMAN_Beltran_2025_PF00458_8,P12081,PF00458,7.0,45.0,8,45
HARS1_HUMAN_Beltran_2025_PF00458_8,P12081,PF03129,410.0,500.0,8,45
HARS1_HUMAN_Beltran_2025_PF00458_8,P12081,PF13393,61.0,389.0,8,45
SRC_HUMAN_Beltran_2025_PF00018_87,P12931,PF00017,151.0,233.0,87,143
SRC_HUMAN_Beltran_2025_PF00018_87,P12931,PF00018,90.0,137.0,87,143
SRC_HUMAN_Beltran_2025_PF00018_87,P12931,PF07714,271.0,518.0,87,143
XRCC6_HUMAN_Beltran_2025_PF02037_558,P12956,PF02037,573.0,607.0,558,609
XRCC6_HUMAN_Beltran_2025_PF02037_558,P12956,PF02735,265.0,459.0,558,609
XRCC6_HUMAN_Beltran_2025_PF02037_558,P12956,PF03730,472.0,556.0,558,609
XRCC6_HUMAN_Beltran_2025_PF02037_558,P12956,PF03731,37.0,255.0,558,609
PLSL_HUMAN_Beltran_2025_PF13499_13,P13796,PF00307,121.0,233.0,13,96
PLSL_HUMAN_Beltran_2025_PF13499_13,P13796,PF00307,265.0,375.0,13,96
PLSL_HUMAN_Beltran_2025_PF13499_13,P13796,PF00307,396.0,502.0,13,96
PLSL_HUMAN_Beltran_2025_PF13499_13,P13796,PF00307,518.0,623.0,13,96
PLSL_HUMAN_Beltran_2025_PF13499_13,P13796,PF13499,13.0,78.0,13,96
T2FB_HUMAN_Beltran_2025_PF02270_177,P13984,PF02270,176.0,240.0,177,240
T2FB_HUMAN_Beltran_2025_PF02270_177,P13984,PF17683,16.0,113.0,177,240
NCF1_HUMAN_Beltran_2025_PF00018_157,P14598,PF00018,162.0,207.0,157,222
NCF1_HUMAN_Beltran_2025_PF00018_157,P14598,PF00018,232.0,277.0,157,222
NCF1_HUMAN_Beltran_2025_PF00018_157,P14598,PF00787,31.0,120.0,157,222
NCF1_HUMAN_Beltran_2025_PF00018_157,P14598,PF08944,358.0,390.0,157,222
NCF1_HUMAN_Beltran_2025_PF00018_157,P14598,PF16621,292.0,339.0,157,222
HXB1_HUMAN_Beltran_2025_PF00046_208,P14653,PF00046,207.0,260.0,208,260
PO2F1_HUMAN_Beltran_2025_PF00157_285,P14859,PF00046,380.0,436.0,285,354
PO2F1_HUMAN_Beltran_2025_PF00157_285,P14859,PF00157,284.0,354.0,285,354
PO2F1_HUMAN_Beltran_2025_PF00157_285,P14859,PF19536,447.0,729.0,285,354
ETS1_HUMAN_Beltran_2025_PF02198_55,P14921,PF00178,336.0,415.0,55,135
ETS1_HUMAN_Beltran_2025_PF02198_55,P14921,PF02198,54.0,135.0,55,135
ETS1_HUMAN_Beltran_2025_PF02198_55,P14921,PF19525,148.0,332.0,55,135
BRAF_HUMAN_Beltran_2025_PF02196_153,P15056,PF00130,235.0,281.0,153,228
BRAF_HUMAN_Beltran_2025_PF02196_153,P15056,PF02196,157.0,225.0,153,228
BRAF_HUMAN_Beltran_2025_PF02196_153,P15056,PF07714,457.0,712.0,153,228
VAV_HUMAN_Beltran_2025_PF00018_592,P15498,PF00017,671.0,745.0,592,658
VAV_HUMAN_Beltran_2025_PF00018_592,P15498,PF00018,617.0,652.0,592,658
VAV_HUMAN_Beltran_2025_PF00018_592,P15498,PF00018,788.0,834.0,592,658
VAV_HUMAN_Beltran_2025_PF00018_592,P15498,PF00130,516.0,566.0,592,658
VAV_HUMAN_Beltran_2025_PF00018_592,P15498,PF00169,404.0,503.0,592,658
VAV_HUMAN_Beltran_2025_PF00018_592,P15498,PF00621,199.0,371.0,592,658
VAV_HUMAN_Beltran_2025_PF00018_592,P15498,PF11971,19.0,102.0,592,658
VAV_HUMAN_Beltran_2025_PF00018_782,P15498,PF00017,671.0,745.0,782,842
VAV_HUMAN_Beltran_2025_PF00018_782,P15498,PF00018,617.0,652.0,782,842
VAV_HUMAN_Beltran_2025_PF00018_782,P15498,PF00018,788.0,834.0,782,842
VAV_HUMAN_Beltran_2025_PF00018_782,P15498,PF00130,516.0,566.0,782,842
VAV_HUMAN_Beltran_2025_PF00018_782,P15498,PF00169,404.0,503.0,782,842
VAV_HUMAN_Beltran_2025_PF00018_782,P15498,PF00621,199.0,371.0,782,842
VAV_HUMAN_Beltran_2025_PF00018_782,P15498,PF11971,19.0,102.0,782,842
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF00023,111.0,140.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF00023,238.0,269.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF00023,503.0,528.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF00023,601.0,630.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF00023,734.0,763.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF00531,1405.0,1484.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF00791,915.0,1012.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF12796,18.0,107.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF12796,175.0,234.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF12796,301.0,367.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF12796,438.0,498.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF12796,531.0,592.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF12796,639.0,730.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF13637,375.0,423.0,1405,1484
ANK1_HUMAN_Beltran_2025_PF00531_1405,P16157,PF17809,1236.0,1364.0,1405,1484
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF00017,532.0,617.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF00017,646.0,720.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF00018,775.0,821.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF00168,1062.0,1160.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF00387,930.0,1041.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF00388,314.0,457.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF16457,56.0,129.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF23329,135.0,209.0,772,827
PLCG2_HUMAN_Beltran_2025_PF00018_772,P16885,PF23583,235.0,305.0,772,827
YBOX3_HUMAN_Beltran_2025_PF00313_84,P16989,PF00313,93.0,159.0,84,169
UBF1_HUMAN_Beltran_2025_PF00505_408,P17480,PF00505,112.0,179.0,408,469
UBF1_HUMAN_Beltran_2025_PF00505_408,P17480,PF00505,197.0,263.0,408,469
UBF1_HUMAN_Beltran_2025_PF00505_408,P17480,PF00505,407.0,468.0,408,469
UBF1_HUMAN_Beltran_2025_PF00505_408,P17480,PF09011,299.0,357.0,408,469
UBF1_HUMAN_Beltran_2025_PF00505_408,P17480,PF14887,479.0,563.0,408,469
RXRA_HUMAN_Beltran_2025_PF00105_132,P19793,PF00104,265.0,441.0,132,208
RXRA_HUMAN_Beltran_2025_PF00105_132,P19793,PF00105,134.0,202.0,132,208
RXRA_HUMAN_Beltran_2025_PF00105_132,P19793,PF11825,18.0,127.0,132,208
ITH5_CUCMA_Beltran_2025_PF00280_1,P19873,PF00280,6.0,68.0,1,68
NCF2_HUMAN_Beltran_2025_PF00018_241,P19878,PF00018,246.0,291.0,241,300
NCF2_HUMAN_Beltran_2025_PF00018_241,P19878,PF00018,464.0,508.0,241,300
NCF2_HUMAN_Beltran_2025_PF00018_241,P19878,PF00564,351.0,428.0,241,300
NCF2_HUMAN_Beltran_2025_PF00018_241,P19878,PF13181,38.0,67.0,241,300
NCF2_HUMAN_Beltran_2025_PF00018_241,P19878,PF13181,73.0,98.0,241,300
NCF2_HUMAN_Beltran_2025_PF00018_456,P19878,PF00018,246.0,291.0,456,514
NCF2_HUMAN_Beltran_2025_PF00018_456,P19878,PF00018,464.0,508.0,456,514
NCF2_HUMAN_Beltran_2025_PF00018_456,P19878,PF00564,351.0,428.0,456,514
NCF2_HUMAN_Beltran_2025_PF00018_456,P19878,PF13181,38.0,67.0,456,514
NCF2_HUMAN_Beltran_2025_PF00018_456,P19878,PF13181,73.0,98.0,456,514
NCF2_HUMAN_Beltran_2025_PF00564_353,P19878,PF00018,246.0,291.0,353,427
NCF2_HUMAN_Beltran_2025_PF00564_353,P19878,PF00018,464.0,508.0,353,427
NCF2_HUMAN_Beltran_2025_PF00564_353,P19878,PF00564,351.0,428.0,353,427
NCF2_HUMAN_Beltran_2025_PF00564_353,P19878,PF13181,38.0,67.0,353,427
NCF2_HUMAN_Beltran_2025_PF00564_353,P19878,PF13181,73.0,98.0,353,427
PO3F3_HUMAN_Beltran_2025_PF00046_408,P20264,PF00046,407.0,463.0,408,463
PO3F3_HUMAN_Beltran_2025_PF00046_408,P20264,PF00157,318.0,388.0,408,463
PO3F3_HUMAN_Beltran_2025_PF00157_320,P20264,PF00046,407.0,463.0,320,388
PO3F3_HUMAN_Beltran_2025_PF00157_320,P20264,PF00157,318.0,388.0,320,388
PO3F2_HUMAN_Beltran_2025_PF00046_356,P20265,PF00046,355.0,411.0,356,411
PO3F2_HUMAN_Beltran_2025_PF00046_356,P20265,PF00157,266.0,336.0,356,411
PO3F2_HUMAN_Beltran_2025_PF00157_262,P20265,PF00046,355.0,411.0,262,338
PO3F2_HUMAN_Beltran_2025_PF00157_262,P20265,PF00157,266.0,336.0,262,338
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,118.0,142.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,156.0,180.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,188.0,215.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,258.0,283.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,329.0,356.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,370.0,395.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,507.0,534.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,542.0,569.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,578.0,605.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,616.0,643.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,789.0,816.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,825.0,852.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,863.0,890.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,929.0,954.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1069.0,1096.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1107.0,1134.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1173.0,1199.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1242.0,1268.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1277.0,1300.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1313.0,1340.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1351.0,1378.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1523.0,1547.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1557.0,1584.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1595.0,1622.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1765.0,1792.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1801.0,1828.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1839.0,1866.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1905.0,1928.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,1974.0,2001.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2009.0,2036.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2045.0,2072.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2083.0,2110.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2253.0,2279.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2289.0,2315.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2327.0,2354.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2393.0,2419.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2461.0,2488.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2496.0,2523.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2532.0,2558.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2570.0,2597.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2636.0,2663.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2704.0,2731.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2739.0,2766.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2775.0,2801.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2813.0,2840.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2879.0,2906.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,2982.0,3009.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3018.0,3041.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3056.0,3083.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3122.0,3148.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3190.0,3217.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3225.0,3252.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3261.0,3287.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3299.0,3326.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3365.0,3391.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3433.0,3460.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3468.0,3495.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3504.0,3530.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3542.0,3569.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3608.0,3635.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3676.0,3703.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3711.0,3738.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3747.0,3773.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3785.0,3812.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3851.0,3877.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3919.0,3946.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3954.0,3981.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,3990.0,4017.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4028.0,4055.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4094.0,4120.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4162.0,4189.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4197.0,4224.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4233.0,4259.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4271.0,4298.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4337.0,4364.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4405.0,4432.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4440.0,4467.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4476.0,4503.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4580.0,4606.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4648.0,4675.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4683.0,4710.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4719.0,4745.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4757.0,4784.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4823.0,4850.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4891.0,4918.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4926.0,4953.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,4962.0,4989.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5066.0,5092.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5134.0,5161.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5169.0,5196.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5205.0,5231.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5243.0,5270.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5309.0,5336.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5377.0,5404.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5412.0,5439.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5448.0,5475.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5552.0,5578.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5620.0,5647.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5655.0,5682.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5690.0,5717.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5794.0,5820.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5862.0,5889.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5932.0,5959.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,5970.0,5997.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6036.0,6062.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6106.0,6133.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6316.0,6341.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6351.0,6378.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6423.0,6449.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6561.0,6584.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6738.0,6764.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6774.0,6797.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,6948.0,6975.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7018.0,7045.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7053.0,7080.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7125.0,7150.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7158.0,7185.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7194.0,7221.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7334.0,7355.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7479.0,7504.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7584.0,7611.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7619.0,7645.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7657.0,7682.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7693.0,7717.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7731.0,7758.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7766.0,7792.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7836.0,7858.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7868.0,7889.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7930.0,7951.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,7961.0,7982.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8023.0,8044.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8054.0,8075.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8085.0,8106.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8116.0,8137.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8147.0,8168.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8178.0,8199.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8209.0,8233.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8240.0,8264.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF00880,8275.0,8302.0,6609,6669
NEBU_HUMAN_Beltran_2025_PF14604_6609,P20929,PF14604,8473.0,8523.0,6609,6669
RASA1_HUMAN_Beltran_2025_PF00018_281,P20936,PF00017,181.0,256.0,281,341
RASA1_HUMAN_Beltran_2025_PF00018_281,P20936,PF00017,351.0,426.0,281,341
RASA1_HUMAN_Beltran_2025_PF00018_281,P20936,PF00018,285.0,331.0,281,341
RASA1_HUMAN_Beltran_2025_PF00018_281,P20936,PF00168,595.0,692.0,281,341
RASA1_HUMAN_Beltran_2025_PF00018_281,P20936,PF00169,476.0,576.0,281,341
RASA1_HUMAN_Beltran_2025_PF00018_281,P20936,PF00616,838.0,942.0,281,341
H1T_HUMAN_Beltran_2025_PF00538_44,P22492,PF00538,43.0,112.0,44,112
CBL_HUMAN_Beltran_2025_PF00627_854,P22681,PF00097,381.0,419.0,854,899
