protein_name,msa_location,theta,weights_location,seed
HERC2_HUMAN_Beltran_2025_PF11515_2555,HERC2_HUMAN_Beltran_2025_PF11515_2555_theta_0.8_b0.7.a2m,0.2,HERC2_HUMAN_Beltran_2025_PF11515_2555_theta_0.8_b0.7.npy,3000
HERC2_HUMAN_Beltran_2025_PF11515_2555,HERC2_HUMAN_Beltran_2025_PF11515_2555_theta_0.8_b0.7.a2m,0.2,HERC2_HUMAN_Beltran_2025_PF11515_2555_theta_0.8_b0.7.npy,4000
HERC2_HUMAN_Beltran_2025_PF11515_2555,HERC2_HUMAN_Beltran_2025_PF11515_2555_theta_0.8_b0.7.a2m,0.2,HERC2_HUMAN_Beltran_2025_PF11515_2555_theta_0.8_b0.7.npy,5000
ERR2_HUMAN_Beltran_2025_PF00105_100,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.a2m,0.2,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.npy,1000
ERR2_HUMAN_Beltran_2025_PF00105_100,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.a2m,0.2,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.npy,2000
ERR2_HUMAN_Beltran_2025_PF00105_100,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.a2m,0.2,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.npy,3000
ERR2_HUMAN_Beltran_2025_PF00105_100,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.a2m,0.2,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.npy,4000
ERR2_HUMAN_Beltran_2025_PF00105_100,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.a2m,0.2,ERR2_HUMAN_Beltran_2025_PF00105_100_theta_0.8_b0.7.npy,5000
ZMYM6_HUMAN_Beltran_2025_PF06467_427,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.npy,1000
ZMYM6_HUMAN_Beltran_2025_PF06467_427,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.npy,2000
ZMYM6_HUMAN_Beltran_2025_PF06467_427,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.npy,3000
ZMYM6_HUMAN_Beltran_2025_PF06467_427,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.npy,4000
ZMYM6_HUMAN_Beltran_2025_PF06467_427,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_427_theta_0.8_b0.7.npy,5000
ZMYM6_HUMAN_Beltran_2025_PF06467_469,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.npy,1000
ZMYM6_HUMAN_Beltran_2025_PF06467_469,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.npy,2000
ZMYM6_HUMAN_Beltran_2025_PF06467_469,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.npy,3000
ZMYM6_HUMAN_Beltran_2025_PF06467_469,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.npy,4000
ZMYM6_HUMAN_Beltran_2025_PF06467_469,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.a2m,0.2,ZMYM6_HUMAN_Beltran_2025_PF06467_469_theta_0.8_b0.7.npy,5000
STAU1_HUMAN_Beltran_2025_PF00035_183,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.a2m,0.2,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.npy,1000
STAU1_HUMAN_Beltran_2025_PF00035_183,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.a2m,0.2,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.npy,2000
STAU1_HUMAN_Beltran_2025_PF00035_183,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.a2m,0.2,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.npy,3000
STAU1_HUMAN_Beltran_2025_PF00035_183,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.a2m,0.2,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.npy,4000
STAU1_HUMAN_Beltran_2025_PF00035_183,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.a2m,0.2,STAU1_HUMAN_Beltran_2025_PF00035_183_theta_0.8_b0.9.npy,5000
BAG3_HUMAN_Beltran_2025_PF00397_11,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.a2m,0.2,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.npy,1000
BAG3_HUMAN_Beltran_2025_PF00397_11,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.a2m,0.2,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.npy,2000
BAG3_HUMAN_Beltran_2025_PF00397_11,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.a2m,0.2,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.npy,3000
BAG3_HUMAN_Beltran_2025_PF00397_11,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.a2m,0.2,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.npy,4000
BAG3_HUMAN_Beltran_2025_PF00397_11,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.a2m,0.2,BAG3_HUMAN_Beltran_2025_PF00397_11_theta_0.8_b1.npy,5000
LATS1_HUMAN_Beltran_2025_PF00627_98,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.a2m,0.2,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.npy,1000
LATS1_HUMAN_Beltran_2025_PF00627_98,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.a2m,0.2,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.npy,2000
LATS1_HUMAN_Beltran_2025_PF00627_98,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.a2m,0.2,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.npy,3000
LATS1_HUMAN_Beltran_2025_PF00627_98,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.a2m,0.2,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.npy,4000
LATS1_HUMAN_Beltran_2025_PF00627_98,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.a2m,0.2,LATS1_HUMAN_Beltran_2025_PF00627_98_theta_0.8_b0.7.npy,5000
ABL1_HUMAN_Beltran_2025_PF00018_64,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.a2m,0.2,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.npy,1000
ABL1_HUMAN_Beltran_2025_PF00018_64,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.a2m,0.2,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.npy,2000
ABL1_HUMAN_Beltran_2025_PF00018_64,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.a2m,0.2,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.npy,3000
ABL1_HUMAN_Beltran_2025_PF00018_64,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.a2m,0.2,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.npy,4000
ABL1_HUMAN_Beltran_2025_PF00018_64,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.a2m,0.2,ABL1_HUMAN_Beltran_2025_PF00018_64_theta_0.8_b0.9.npy,5000
ICI2_HORVU_Beltran_2025_PF00280_22,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.a2m,0.2,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.npy,1000
ICI2_HORVU_Beltran_2025_PF00280_22,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.a2m,0.2,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.npy,2000
ICI2_HORVU_Beltran_2025_PF00280_22,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.a2m,0.2,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.npy,3000
ICI2_HORVU_Beltran_2025_PF00280_22,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.a2m,0.2,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.npy,4000
ICI2_HORVU_Beltran_2025_PF00280_22,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.a2m,0.2,ICI2_HORVU_Beltran_2025_PF00280_22_theta_0.8_b0.7.npy,5000
RL9_GEOSE_Beltran_2025_PF01281_1,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.a2m,0.2,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.npy,1000
RL9_GEOSE_Beltran_2025_PF01281_1,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.a2m,0.2,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.npy,2000
RL9_GEOSE_Beltran_2025_PF01281_1,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.a2m,0.2,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.npy,3000
RL9_GEOSE_Beltran_2025_PF01281_1,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.a2m,0.2,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.npy,4000
RL9_GEOSE_Beltran_2025_PF01281_1,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.a2m,0.2,RL9_GEOSE_Beltran_2025_PF01281_1_theta_0.8_b1.3.npy,5000
SPTA1_HUMAN_Beltran_2025_PF00018_979,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.a2m,0.2,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.npy,1000
SPTA1_HUMAN_Beltran_2025_PF00018_979,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.a2m,0.2,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.npy,2000
SPTA1_HUMAN_Beltran_2025_PF00018_979,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.a2m,0.2,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.npy,3000
SPTA1_HUMAN_Beltran_2025_PF00018_979,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.a2m,0.2,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.npy,4000
SPTA1_HUMAN_Beltran_2025_PF00018_979,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.a2m,0.2,SPTA1_HUMAN_Beltran_2025_PF00018_979_theta_0.8_b0.95.npy,5000
TNNC2_HUMAN_Beltran_2025_PF13499_1,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.a2m,0.2,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.npy,1000
TNNC2_HUMAN_Beltran_2025_PF13499_1,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.a2m,0.2,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.npy,2000
TNNC2_HUMAN_Beltran_2025_PF13499_1,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.a2m,0.2,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.npy,3000
TNNC2_HUMAN_Beltran_2025_PF13499_1,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.a2m,0.2,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.npy,4000
TNNC2_HUMAN_Beltran_2025_PF13499_1,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.a2m,0.2,TNNC2_HUMAN_Beltran_2025_PF13499_1_theta_0.8_b0.8.npy,5000
S100G_BOVIN_Beltran_2025_PF01023_1,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.a2m,0.2,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.npy,1000
S100G_BOVIN_Beltran_2025_PF01023_1,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.a2m,0.2,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.npy,2000
S100G_BOVIN_Beltran_2025_PF01023_1,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.a2m,0.2,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.npy,3000
S100G_BOVIN_Beltran_2025_PF01023_1,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.a2m,0.2,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.npy,4000
S100G_BOVIN_Beltran_2025_PF01023_1,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.a2m,0.2,S100G_BOVIN_Beltran_2025_PF01023_1_theta_0.8_b0.7.npy,5000
VILI_CHICK_Beltran_2025_PF02209_762,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.npy,1000
VILI_CHICK_Beltran_2025_PF02209_762,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.npy,2000
VILI_CHICK_Beltran_2025_PF02209_762,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.npy,3000
VILI_CHICK_Beltran_2025_PF02209_762,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.npy,4000
VILI_CHICK_Beltran_2025_PF02209_762,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_762_theta_0.8_b0.7.npy,5000
VILI_CHICK_Beltran_2025_PF02209_792,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.npy,1000
VILI_CHICK_Beltran_2025_PF02209_792,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.npy,2000
VILI_CHICK_Beltran_2025_PF02209_792,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.npy,3000
VILI_CHICK_Beltran_2025_PF02209_792,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.npy,4000
VILI_CHICK_Beltran_2025_PF02209_792,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.a2m,0.2,VILI_CHICK_Beltran_2025_PF02209_792_theta_0.8_b0.7.npy,5000
RPC1_LAMBD_Beltran_2025_PF01381_4,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.a2m,0.2,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.npy,1000
RPC1_LAMBD_Beltran_2025_PF01381_4,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.a2m,0.2,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.npy,2000
RPC1_LAMBD_Beltran_2025_PF01381_4,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.a2m,0.2,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.npy,3000
RPC1_LAMBD_Beltran_2025_PF01381_4,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.a2m,0.2,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.npy,4000
RPC1_LAMBD_Beltran_2025_PF01381_4,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.a2m,0.2,RPC1_LAMBD_Beltran_2025_PF01381_4_theta_0.8_b0.7.npy,5000
RAF1_HUMAN_Beltran_2025_PF02196_58,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.a2m,0.2,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.npy,1000
RAF1_HUMAN_Beltran_2025_PF02196_58,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.a2m,0.2,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.npy,2000
RAF1_HUMAN_Beltran_2025_PF02196_58,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.a2m,0.2,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.npy,3000
RAF1_HUMAN_Beltran_2025_PF02196_58,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.a2m,0.2,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.npy,4000
RAF1_HUMAN_Beltran_2025_PF02196_58,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.a2m,0.2,RAF1_HUMAN_Beltran_2025_PF02196_58_theta_0.8_b0.7.npy,5000
GCR_HUMAN_Beltran_2025_PF00105_419,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.a2m,0.2,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.npy,1000
GCR_HUMAN_Beltran_2025_PF00105_419,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.a2m,0.2,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.npy,2000
GCR_HUMAN_Beltran_2025_PF00105_419,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.a2m,0.2,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.npy,3000
GCR_HUMAN_Beltran_2025_PF00105_419,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.a2m,0.2,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.npy,4000
GCR_HUMAN_Beltran_2025_PF00105_419,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.a2m,0.2,GCR_HUMAN_Beltran_2025_PF00105_419_theta_0.8_b0.7.npy,5000
CRBA1_HUMAN_Beltran_2025_PF00030_31,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.a2m,0.2,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.npy,1000
CRBA1_HUMAN_Beltran_2025_PF00030_31,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.a2m,0.2,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.npy,2000
CRBA1_HUMAN_Beltran_2025_PF00030_31,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.a2m,0.2,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.npy,3000
CRBA1_HUMAN_Beltran_2025_PF00030_31,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.a2m,0.2,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.npy,4000
CRBA1_HUMAN_Beltran_2025_PF00030_31,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.a2m,0.2,CRBA1_HUMAN_Beltran_2025_PF00030_31_theta_0.8_b0.7.npy,5000
LCK_HUMAN_Beltran_2025_PF00018_63,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.a2m,0.2,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.npy,1000
LCK_HUMAN_Beltran_2025_PF00018_63,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.a2m,0.2,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.npy,2000
LCK_HUMAN_Beltran_2025_PF00018_63,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.a2m,0.2,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.npy,3000
LCK_HUMAN_Beltran_2025_PF00018_63,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.a2m,0.2,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.npy,4000
LCK_HUMAN_Beltran_2025_PF00018_63,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.a2m,0.2,LCK_HUMAN_Beltran_2025_PF00018_63_theta_0.8_b0.9.npy,5000
FYN_HUMAN_Beltran_2025_PF00018_83,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.a2m,0.2,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.npy,1000
FYN_HUMAN_Beltran_2025_PF00018_83,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.a2m,0.2,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.npy,2000
FYN_HUMAN_Beltran_2025_PF00018_83,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.a2m,0.2,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.npy,3000
FYN_HUMAN_Beltran_2025_PF00018_83,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.a2m,0.2,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.npy,4000
FYN_HUMAN_Beltran_2025_PF00018_83,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.a2m,0.2,FYN_HUMAN_Beltran_2025_PF00018_83_theta_0.8_b0.9.npy,5000
CRGC_HUMAN_Beltran_2025_PF00030_4,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.npy,1000
CRGC_HUMAN_Beltran_2025_PF00030_4,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.npy,2000
CRGC_HUMAN_Beltran_2025_PF00030_4,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.npy,3000
CRGC_HUMAN_Beltran_2025_PF00030_4,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.npy,4000
CRGC_HUMAN_Beltran_2025_PF00030_4,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_4_theta_0.8_b0.7.npy,5000
CRGC_HUMAN_Beltran_2025_PF00030_91,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.npy,1000
CRGC_HUMAN_Beltran_2025_PF00030_91,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.npy,2000
CRGC_HUMAN_Beltran_2025_PF00030_91,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.npy,3000
CRGC_HUMAN_Beltran_2025_PF00030_91,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.npy,4000
CRGC_HUMAN_Beltran_2025_PF00030_91,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.a2m,0.2,CRGC_HUMAN_Beltran_2025_PF00030_91_theta_0.8_b0.7.npy,5000
CRGB_HUMAN_Beltran_2025_PF00030_1,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.a2m,0.2,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.npy,1000
CRGB_HUMAN_Beltran_2025_PF00030_1,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.a2m,0.2,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.npy,2000
CRGB_HUMAN_Beltran_2025_PF00030_1,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.a2m,0.2,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.npy,3000
CRGB_HUMAN_Beltran_2025_PF00030_1,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.a2m,0.2,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.npy,4000
CRGB_HUMAN_Beltran_2025_PF00030_1,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.a2m,0.2,CRGB_HUMAN_Beltran_2025_PF00030_1_theta_0.8_b0.7.npy,5000
CRGB_HUMAN_Beltran_2025_PF00030_87,CRGB_HUMAN_Beltran_2025_PF00030_87_theta_0.8_b0.7.a2m,0.2,CRGB_HUMAN_Beltran_2025_PF00030_87_theta_0.8_b0.7.npy,1000
CRGB_HUMAN_Beltran_2025_PF00030_87,CRGB_HUMAN_Beltran_2025_PF00030_87_theta_0.8_b0.7.a2m,0.2,CRGB_HUMAN_Beltran_2025_PF00030_87_theta_0.8_b0.7.npy,2000
