DMS_index,DMS_ID,MSA_num_seqs,MSA_Neff_L,MSA_depth,MSA_start,MSA_end,seq_len,number of mutants,Site_Independent,EVmutation,EVE_ensemble,MSA_Transformer_ensemble,ESM2_650M,GEMME,VespaG,Tranception_L_no_retrieval,Tranception_L,ESM-IF1_142M,ProteinMPNN,SaProt_650M_AF2,PoET,ESCOTT,VenusREM,ProSST-2048,RSALOR,ESM3_1.4B_open,Progen3_3B,AIDO.Protein-RAG-16B
DMS_sub_360,SPTN1_CHICK_Beltran_2025_PF00018_968,190820,81.72596180302587,Medium,1,59,59,1111,0.5682313857057899,0.6115444190272801,0.6347421626828106,0.5937338963758373,0.6064199896149248,0.591001178088634,0.6397639187969694,0.5133754111561055,0.6097367198197853,0.6740090974546432,0.5469286129010985,0.6329350567726572,0.6363971435285226,0.6120745886188574,0.621958613903027,0.6432722484667777,0.584968823200402,0.6848595107439833,0.5528400355839203,0.7057954442348731
DMS_sub_361,SYEP_HUMAN_Beltran_2025_PF00458_827,18267,24.90547568302331,Medium,1,52,52,948,0.4148196278398004,0.40635912699242027,0.3540454009413967,0.4427375573702562,0.40330575271683633,0.396015901951491,0.394911743188048,0.33372407106785995,0.44544574991892233,0.5136838849553468,0.463068079611931,0.439011984454517,0.4634464237239892,0.4133442531909466,0.4939822507292832,0.5404572574836548,0.39076141669079223,0.5769886450508026,0.43435081569925027,0.48105446312146743
DMS_sub_362,GLI1_HUMAN_Beltran_2025_PF00096_363,23194,11.798293787608507,Medium,1,25,25,473,0.29585862675014396,0.27659189531303174,0.2746757922670205,0.21692858241183538,0.30625057548738965,0.14224270372569686,0.26851992127559304,0.3413260499498108,0.31368349123422146,0.2756126474324985,0.4806579538820849,0.0715719208419647,0.18059327250138685,0.15140832864627354,0.2257096695035455,0.3172435752928012,0.2459733959639633,0.429939611478934,0.4067375909043283,0.19115331642836955
DMS_sub_363,MCR_HUMAN_Beltran_2025_PF00105_600,103398,43.62245251056317,Medium,1,76,76,1321,0.4736360249522382,0.5139744319698804,0.6157275442044097,0.5898027293698176,0.61235800821203,0.5505728926938439,0.5853733428416885,0.49982582297555744,0.590152410320198,0.562621436296272,0.43554302506775644,0.4536252226233543,0.596022965805055,0.5627124907525782,0.5372962433505875,0.5286235178781317,0.5923967141024135,0.5742907446042477,0.4837661254494748,0.5961289767711179
DMS_sub_364,HCK_HUMAN_Beltran_2025_PF00018_80,95337,51.99834162840411,Medium,1,58,58,971,0.47516357872243326,0.4917058167228977,0.4976575022573892,0.4445329376682845,0.4459095660843645,0.4220835739607502,0.4698437109597559,0.3708027251698117,0.45951397106460173,0.5575958409214343,0.40206843711720053,0.5299185560282726,0.47928147192531867,0.46525919666388715,0.49977023806230975,0.5247932711110841,0.4606196603196618,0.5566201306447274,0.3981883320940133,0.5378717144276025
DMS_sub_365,PO2F2_HUMAN_Beltran_2025_PF00157_200,23418,1.764262811524598,Medium,1,70,70,1271,0.4359086478343294,0.36696214981662106,0.4205983758800444,0.3674639875741735,0.45632693398061813,0.43618019772481387,0.5438120854196703,0.31152844348238945,0.4198512976630957,0.5546424398260387,0.46308384500894106,0.36646343245798707,0.41116358016547894,0.47065490580138525,0.5356311386823295,0.5345185451450416,0.4530037402183699,0.5580939488416219,0.3746816756577305,0.596008437708943
DMS_sub_366,VILI_HUMAN_Beltran_2025_PF02209_793,39762,33.39442958052107,Medium,1,35,35,632,0.2660681474666132,0.2416409103259612,0.2424479273377163,0.26178285911604704,0.3226938244493631,0.20813931655737372,0.2696523596046791,0.3080750311438173,0.3187725984606212,0.49584608075630104,0.5304744023633838,0.34243011049768407,0.27119892596969863,0.2116771979021235,0.42936471971615797,0.46803911794662534,0.3225364660740923,0.5564938386580836,0.16660366439348254,0.3748488949553415
DMS_sub_367,CSPA_ECOLI_Beltran_2025_PF00313_3,81019,87.26049899015835,Medium,1,68,68,1281,0.640455982525112,0.6702870213635025,0.7726405580340288,0.7322302491981479,0.7177874011913679,0.6938260566814823,0.6950110038617525,0.6092800829920318,0.7191960795417068,0.7941856774451469,0.5965978368813952,0.7469215580365729,0.7266212773927465,0.721077531567473,0.8175534376426501,0.8157577817242724,0.7902654704116009,0.781670588151976,0.5717263901437692,0.8430552171291807
DMS_sub_368,TR49C_HUMAN_Beltran_2025_PF00643_87,74911,95.84175317618086,Medium,1,47,47,884,0.43922181011613803,0.4359623943366756,0.59833078514418,0.4604557633852331,0.5076385813707869,0.47950105797545506,0.5046321116128577,0.416342350317904,0.48440293061230516,0.6074841535480854,0.5655429068033416,0.5319291821023088,0.5485946922217695,0.5015066663531821,0.5266261782933549,0.5411940002850322,0.5237153592300849,0.5756593071459621,0.5172079827996104,0.5843122255035924
DMS_sub_369,GLI2_HUMAN_Beltran_2025_PF00096_565,23335,11.947168339620388,Medium,1,25,25,475,0.3618366428330132,0.31878558057717227,0.3270138294361599,0.24175121347672981,0.3364916386274697,0.20787100091244998,0.34401525033731023,0.39145634003101576,0.3907625728505926,0.37690951130618805,0.5600953985858168,0.051613434181134156,0.24539371511429356,0.22449036571896902,0.30009837419586877,0.3961613266225878,0.33095859282691237,0.5030583985826886,0.44657264904629407,0.32077860043525863
DMS_sub_370,GLI3_HUMAN_Beltran_2025_PF00096_608,23847,16.481055612765648,Medium,1,25,25,473,0.3782698595010671,0.33528190565159083,0.3029244049717543,0.2644788091368574,0.3598067360260323,0.19754132263750657,0.3379158761038586,0.4014166855282895,0.3974941861599082,0.40627130437306924,0.5884132332843309,0.08815548297169669,0.2700912569914631,0.2203057598982995,0.3074558672044989,0.3861455748364936,0.35078151858872875,0.5066651547120556,0.4560031669382892,0.3204144144813318
DMS_sub_371,MYB_HUMAN_Beltran_2025_PF00249_143,81115,64.60516433691987,Medium,1,62,62,1006,0.3956848658683791,0.3469995301084217,0.5060694310011686,0.4558681804911336,0.5847415457889004,0.4759392358283448,0.5765743253401799,0.5162887959008426,0.5551874204540426,0.5792368013361877,0.4918466685601215,0.4577961876661186,0.5037908743533724,0.49679565086574096,0.5225163286757875,0.5164645927116003,0.5582711356411977,0.5799333900608865,0.5199454697505151,0.5452898098051701
DMS_sub_372,MYB_HUMAN_Beltran_2025_PF00249_40,34296,44.74984884090519,Medium,1,47,47,832,0.6050186087374106,0.4931836526179914,0.5561841064229803,0.6144937900422693,0.6679820428862059,0.5955052899097047,0.6421564038449955,0.5544424425096848,0.627364531497781,0.5991864796290598,0.4704452901081002,0.6161777877530725,0.5834793286270216,0.6216343929291523,0.6588899721001282,0.6551626827174085,0.6414398526288212,0.6886779445631227,0.5678384565678215,0.6909018347178201
DMS_sub_373,ANDR_HUMAN_Beltran_2025_PF00105_557,103694,42.24827639183207,Medium,1,76,76,1022,0.559184809160164,0.5545803878085901,0.628055496411073,0.5763185581594547,0.6515618706316444,0.5750766047351297,0.6183605269621605,0.5496826814710659,0.6163219898228584,0.6026393321831262,0.4996357911189488,0.5008874656333427,0.6326620285401793,0.5903499172775339,0.5803632656517335,0.5724418791912403,0.6506076138427946,0.6366745841070776,0.5709248367527475,0.6062662141433981
DMS_sub_374,ARAF_HUMAN_Beltran_2025_PF02196_21,6166,1.888984330529862,Medium,1,69,69,1154,0.4542074594876246,0.436723880193284,0.41231381050709004,0.44924796378340337,0.48908823804791285,0.43522784943847265,0.48375413795721256,0.4150197192435946,0.5371292539293522,0.569517412751097,0.49380654130137674,0.5564884406921025,0.5044114892316579,0.45981655378983755,0.602640419758352,0.6334696629977573,0.41832294999113595,0.6388250567819019,0.43881186160981395,0.6370027657155792
DMS_sub_375,COT1_HUMAN_Beltran_2025_PF00105_83,103686,39.90566450254028,Medium,1,77,77,1437,0.5182181234910501,0.47579675838044677,0.5820404093784854,0.5257687188450929,0.5757356782017587,0.5435669824278593,0.5541798212134016,0.4641374700888946,0.575973920356692,0.5717243799246968,0.42417775492144877,0.3635521681060748,0.5832820013237185,0.5546392800892046,0.5286072732738708,0.5085286996261038,0.597885757637734,0.5181326034699549,0.4527671026594484,0.582121358118808
DMS_sub_376,RARB_HUMAN_Beltran_2025_PF00105_85,103781,41.59537500679736,Medium,1,77,77,1451,0.505874167773991,0.4516530865729635,0.5998843107085858,0.5417238988507487,0.6186869214504701,0.564644749531626,0.6074161731283247,0.5114114228190337,0.5900026932713562,0.6344685690909881,0.4752315998900596,0.4559857800488865,0.569371397414202,0.5879065514524504,0.5437419585472169,0.5408551354711347,0.6375203613209816,0.6029273871924417,0.48541878674627825,0.6161326784859489
DMS_sub_377,ODB2_HUMAN_Beltran_2025_PF02817_171,39491,46.54675660804824,Medium,1,44,44,734,0.4793410566116063,0.545739176656987,0.5375240893937524,0.48272298464331814,0.6354962697109667,0.5565820356360434,0.6496622181193124,0.5453660042682876,0.6417048012504822,0.6485826324876225,0.608707622142662,0.6295116118801576,0.5794486560290771,0.5778876640510374,0.5672223142322176,0.5651699893705128,0.606790454692321,0.633089975630613,0.6269272398839563,0.6587897308041851
DMS_sub_378,ERG_HUMAN_Beltran_2025_PF02198_117,16236,6.620596280264214,Medium,1,81,81,1527,0.5345664014822619,0.4837822355553017,0.5463350334508146,0.42660399338180316,0.4728867761942642,0.5265870740915382,0.5189916948454067,0.48522129996576124,0.5679322050549709,0.589247711650354,0.495457161348643,0.626734072042464,0.47493857795628897,0.5278699162837609,0.6184561551053744,0.6123567299559101,0.5710524409137778,0.636795032865602,0.5054809950380981,0.598748060326974
DMS_sub_379,CRGA_HUMAN_Beltran_2025_PF00030_85,49177,11.584211025057687,Medium,1,89,89,1679,0.46067929963621224,0.49365368902529916,0.5876823028662178,0.48216180846317985,0.5085940678057651,0.5409923213375859,0.5655647300700969,0.44335908896173865,0.552631087299373,0.561205837388729,0.5042314945083564,0.5806978746701393,0.5745725968237881,0.5644108524005484,0.6026243257817173,0.5577652226692031,0.6252846372783402,0.5707650553866856,0.44187874011696743,0.647614442717823
DMS_sub_380,ODP2_GEOSE_Beltran_2025_PF02817_126,42478,52.52924501377086,Medium,1,48,48,891,0.3199317760777801,0.3387594166775771,0.3660361505156447,0.4079612860602573,0.3913202615439107,0.3383675138609005,0.3673653988989286,0.3430389647727588,0.3944597839673823,0.39767925468655824,0.33916185535815196,0.41319697040267955,0.3985189680730905,0.388232872760783,0.3506339011165543,0.37267937578264443,0.3140382655503781,0.41816321164202214,0.36590669773520546,0.4060391984643433
DMS_sub_381,HARS1_HUMAN_Beltran_2025_PF00458_8,21563,44.714974992622025,Medium,1,38,38,700,0.20769695928184645,0.20153831855028853,0.1707276431794276,0.2901218358495091,0.3161078895641216,0.09616793118589041,0.2568583093660098,0.3919584720074539,0.27729024081277187,0.4082691121364447,0.2851378022236204,0.26079939039874,0.26382700015551935,0.15640551259859878,0.2031446065000759,0.2764656152015195,0.19412564376421199,0.4161079521806119,0.47178303934161786,0.2120360905497456
DMS_sub_382,SRC_HUMAN_Beltran_2025_PF00018_87,115299,58.75321896917888,Medium,1,57,57,963,0.390456305132689,0.3879210782151966,0.45350102201641856,0.38967694778486217,0.47001069724360695,0.3988072762417835,0.41013629244597577,0.34577613403334245,0.4084335669648947,0.5450009141707248,0.3407118641908781,0.4334466565519761,0.4227854241557839,0.4037607269241255,0.47566018395607074,0.49457685145723235,0.45012517459589285,0.46599112953317395,0.3474665579244653,0.4913466038893667
DMS_sub_383,XRCC6_HUMAN_Beltran_2025_PF02037_558,4068,18.51214732106552,Medium,1,52,52,935,0.4000455696322717,0.41371408013301425,0.46537930191708804,0.4584574687893529,0.4755710752141932,0.44749565655457163,0.5064188777955853,0.28580014581904123,0.4384697693118751,0.5806739385509644,0.5081848583990736,0.5673370441898845,0.46290952648695244,0.5037860298872087,0.5961594306094335,0.594777425717338,0.5171305929564809,0.6475186245780905,0.46531587589011053,0.5985739448810777
DMS_sub_384,PLSL_HUMAN_Beltran_2025_PF13499_13,4826,2.844290324542019,Medium,1,84,84,1537,0.4207823502339408,0.35545860663860096,0.3548224321889386,0.39122780460406076,0.5964675201139452,0.3346828954105508,0.5653722229931066,0.4809209482110536,0.5000189491229133,0.4836245714809463,0.2887018067007421,0.4796675357567521,0.3878534923068342,0.3640446936339515,0.4597568149151817,0.4813561538229096,0.44436470990325416,0.4376645464715215,0.5992290170366286,0.5468312022801353
DMS_sub_385,T2FB_HUMAN_Beltran_2025_PF02270_177,4586,7.438557451645468,Medium,1,64,64,1165,0.5915174193257069,0.5421331764702269,0.5774495241454892,0.5279938538216093,0.48138113745658306,0.5770947725156546,0.662286482540124,0.5558172786633704,0.6475266086728426,0.6843913704116781,0.5649055732797019,0.6062160416455868,0.6047770097816451,0.6033766500180678,0.7112239150411606,0.7100630767377306,0.6317762359268122,0.7080302493533202,0.5922949488051554,0.7246747268278122
DMS_sub_386,NCF1_HUMAN_Beltran_2025_PF00018_157,23468,5.06211444365736,Medium,1,66,66,1239,0.5052230599375321,0.5288622999264069,0.610832048881311,0.5361886562336038,0.7333104062636723,0.6317220650009744,0.749870681529075,0.6424590720371445,0.6420015106579091,0.7750414071550593,0.6062974203412588,0.7883804235994152,0.6199329226587877,0.6593301585445721,0.7347557397213539,0.6875481232739022,0.6613639579788464,0.7851935490724986,0.7073951698624854,0.791698450744557
DMS_sub_387,HXB1_HUMAN_Beltran_2025_PF00046_208,234276,88.58850691566347,Medium,1,53,53,999,0.48936357373879474,0.40400868707030196,0.46473888739731467,0.49058709759033714,0.525159876886385,0.4134648652630979,0.5137263671900147,0.42295667136963616,0.5031873552004529,0.7257451802275577,0.6055343257251269,0.3514874745030225,0.4723601511502288,0.4403791210610435,0.49229063078797425,0.48358174752983973,0.5958001327385793,0.4821263196550522,0.5007797893106928,0.6593840510135258
DMS_sub_388,PO2F1_HUMAN_Beltran_2025_PF00157_285,23417,1.7642655594763108,Medium,1,70,70,1234,0.436202474513346,0.36624028259911134,0.4290916336835254,0.4075753114119838,0.4532515282224642,0.4283015621092944,0.5515979473953766,0.32203734017213653,0.4211173982793697,0.5695258195868472,0.45603891370527516,0.3625262260767986,0.412752405391503,0.46460229456570695,0.5554109757351048,0.5506107577415793,0.4784283654416939,0.5795849902668957,0.40696548947426453,0.6113621624759616
DMS_sub_389,ETS1_HUMAN_Beltran_2025_PF02198_55,16471,6.908870574745461,Medium,1,81,81,1479,0.7184642278126309,0.675943649101466,0.6979907811194033,0.6582155918480562,0.6350949659848473,0.69201409305354,0.7084903543892562,0.5923405247104278,0.7045679221357497,0.7144728562990259,0.5959459603891594,0.7179270024610482,0.6686733198380257,0.6861410811693929,0.7737377833310752,0.7475189235396544,0.7439102693088225,0.7866017346308259,0.6074647830988942,0.7192489336898839
DMS_sub_390,BRAF_HUMAN_Beltran_2025_PF02196_153,6132,1.67614038594831,Medium,1,76,76,1437,0.487322045433112,0.49304778253389525,0.48289495116681375,0.4829567801092396,0.5233722336618223,0.5276589112530125,0.5870845528470475,0.2689387407874292,0.46050859641788056,0.5292550208689764,0.4375442495751571,0.5944661672625845,0.5499478754677841,0.5227320629183104,0.5342433206979765,0.5049336578352216,0.5076193884598681,0.566259981852466,0.46402350984289603,0.6172140176227116
DMS_sub_391,VAV_HUMAN_Beltran_2025_PF00018_592,8190,1.5204052729327326,Medium,1,67,67,1241,0.3899765441999917,0.37452641952775245,0.4992614578850421,0.41916513627613144,0.6505169912328042,0.5013791825601696,0.595234886437508,0.5370088425615794,0.5706727719158317,0.6586998850170658,0.573556275863412,0.6513137925639229,0.48713111288786054,0.5358148102130633,0.6721249481730904,0.660474444613457,0.6014447870978246,0.6751315383292953,0.40984395865862683,0.6258098734967786
DMS_sub_392,VAV_HUMAN_Beltran_2025_PF00018_782,242143,95.40081441562351,Medium,1,61,61,1136,0.48183174184057115,0.5370991544546239,0.697285640288176,0.733358349665334,0.7365780895199013,0.6240834566520986,0.6743242085931531,0.5253604030864101,0.6291526529607265,0.7069204223412232,0.6051100082629001,0.7205139127033698,0.719110107256381,0.6263458084493236,0.7063398598101782,0.7022264651441985,0.6854472588661913,0.6935941655282198,0.5447402991437348,0.7273891771733455
DMS_sub_393,ANK1_HUMAN_Beltran_2025_PF00531_1405,35112,1.6763118473300804,Medium,1,80,80,1428,0.5595303629207613,0.5457169925217317,0.540141508155964,0.49620761823261583,0.6064039482957734,0.5255857831370009,0.5834129001148983,0.38091194604138146,0.5644821883788519,0.660514149671934,0.5344743162070966,0.6406260455127847,0.6089258437859479,0.5883396793395901,0.6214392108482162,0.6379093762333186,0.6128190081441415,0.6995389681836603,0.42787104434419265,0.6352866797528521
DMS_sub_394,PLCG2_HUMAN_Beltran_2025_PF00018_772,51253,15.480870603299872,Medium,1,56,56,916,0.46534772336713226,0.5706985040761667,0.5548826886473283,0.5527045352957823,0.47988939176204337,0.5190316633179934,0.4351680867858715,0.3621173771925903,0.44978401812589497,0.6713172572229209,0.5692702376178589,0.6137716578986394,0.5589174468987477,0.53718154982468,0.5097480904570346,0.5471151206375873,0.5162619719861651,0.6239528590013222,0.41064716277017627,0.5940943387497769
DMS_sub_395,YBOX3_HUMAN_Beltran_2025_PF00313_84,82544,79.47668482990348,Medium,1,86,86,1633,0.5161582598505707,0.37946210075432657,0.6192319884277016,0.5568690432105446,0.6441038903409532,0.4571323850174626,0.4663621849016634,0.2724586479486976,0.43660476068304127,0.5229552477725923,0.46307087553885257,0.4054344996079675,0.5612683109137864,0.4667692554378859,0.6709989700393933,0.6529901701386511,0.5630670097467737,0.647364321046876,0.4332648229199959,0.5630658509756616
DMS_sub_396,UBF1_HUMAN_Beltran_2025_PF00505_408,94464,78.13705608457035,Medium,1,62,62,1168,0.4819005872417428,0.4993042462925395,0.510148132410861,0.524373023589653,0.5687560290768933,0.35792249092021156,0.5334356789619709,0.5727172633175486,0.5747151452708514,0.6268443233170704,0.5010743197686376,0.580651322018248,0.5428463346252191,0.4028103938720215,0.545682654856557,0.5385738137515419,0.5061399369336691,0.6401927392590777,0.5880737504788472,0.5804682550172015
DMS_sub_397,RXRA_HUMAN_Beltran_2025_PF00105_132,103830,41.71123108174671,Medium,1,77,77,1223,0.46720996126069214,0.38938292501267624,0.5477975511793138,0.41371612010815306,0.49961000293821284,0.4733716975047499,0.5416676553778701,0.4599936460084096,0.5046792759440937,0.47064715988187067,0.3017093555933396,0.35527955299806924,0.4963853259661319,0.4849792600485012,0.494318363186576,0.49174678418555395,0.5174937025120033,0.4539285958651685,0.48098747103853134,0.4630848088479892
DMS_sub_398,ITH5_CUCMA_Beltran_2025_PF00280_1,3353,16.45010047945223,Medium,1,68,68,1284,0.3904069823805083,0.40915557498565247,0.4725903572670289,0.5358149918694697,0.489125440315735,0.4801940941510381,0.47048984733151344,0.34660779416991194,0.46407523082902047,0.6360849853903848,0.5308577875870891,0.4797877068696354,0.5205526279330905,0.4992919375662768,0.6281653152724294,0.6462236889390748,0.48606314508003357,0.544241657230883,0.3916443284585232,0.5329938142382189
DMS_sub_399,NCF2_HUMAN_Beltran_2025_PF00018_241,25014,6.161387485238976,Medium,1,60,60,1108,0.42171551144115105,0.5455602584900685,0.5652271215842015,0.5924846007272937,0.690793700246723,0.5884223764929266,0.6043224929161657,0.478090956245589,0.5639074195184111,0.7295425277385138,0.598993971699778,0.7523586616984881,0.6522799676698399,0.6038590040425884,0.6868130190515983,0.6925812826178317,0.617167775900675,0.716203609559554,0.5281535666202873,0.7312698714491551
DMS_sub_400,NCF2_HUMAN_Beltran_2025_PF00018_456,71490,25.545108843741183,Medium,1,59,59,1110,0.21735367283749338,0.27041723440622367,0.35024437865971136,0.36207392776418473,0.411940367313719,0.31655306374160813,0.3291552234208628,0.33126396937697816,0.35322022539299724,0.40360168934301377,0.4007318076383955,0.4473324241253604,0.38123517843245264,0.3049225374344889,0.4027148353711397,0.4052564966973631,0.32786091600548006,0.4220840519720824,0.3318819348120565,0.38820938083687956
DMS_sub_401,NCF2_HUMAN_Beltran_2025_PF00564_353,2116,2.532246532686811,Medium,1,75,75,1213,0.4351091463858964,0.45636229954387786,0.43711907355970864,0.40692501186090263,0.5212886274979492,0.4838928934732901,0.49008123673312814,0.13797038387369023,0.43741430457696345,0.5114942879114149,0.4724048214022066,0.5630732943571932,0.47294795120666955,0.4957803696337715,0.5647249094681752,0.5355934642787815,0.504087020000585,0.5813794383499189,0.13688443414774876,0.5569795683560118
DMS_sub_402,PO3F3_HUMAN_Beltran_2025_PF00046_408,43594,19.070784245833345,Medium,1,56,56,998,0.47599538107197276,0.3788615428103157,0.42724814257742877,0.3924133120347358,0.40703489084569355,0.4322688418420539,0.45457191263966185,0.5180905243675233,0.5413091570372057,0.6898529939284324,0.6023027419630661,0.37498131962299797,0.47164726513063454,0.4605769471097401,0.5504194527072974,0.5624249880022454,0.6011935324258613,0.5687228731085285,0.5728629246486647,0.5454828626842423
DMS_sub_403,PO3F3_HUMAN_Beltran_2025_PF00157_320,23384,1.724542592188873,Medium,1,69,69,1030,0.47498534385767016,0.41228770767684547,0.49801680561714873,0.3408240960084024,0.468764800689269,0.44086501573691256,0.4936741312068552,0.3199510995309646,0.4127407306416435,0.5763245884627298,0.45919919872592013,0.3792087568837083,0.38044432037550374,0.44849656821320916,0.5058926704218863,0.4888827879373321,0.5004180494844467,0.5731663335966909,0.385584491633857,0.561809404159849
DMS_sub_404,PO3F2_HUMAN_Beltran_2025_PF00046_356,43419,18.853279749466708,Medium,1,56,56,1056,0.4800497551455337,0.3964366940034549,0.42099897586313284,0.3816972791657952,0.42581931688718105,0.4586669724473843,0.4633129887639801,0.5294699248844257,0.5529284177398018,0.6916629812138089,0.6295657655533701,0.3861266501419484,0.4335328041038569,0.4915470542882753,0.5631520831027391,0.5731194097502244,0.6217272849249834,0.5828107518493953,0.5803068548679259,0.5567656683859351
DMS_sub_405,PO3F2_HUMAN_Beltran_2025_PF00157_262,23239,1.7592278268184869,Medium,1,77,77,1429,0.48692588043023977,0.5221898522721463,0.5969158001870937,0.5083535589521656,0.590532571674393,0.5511290204278213,0.6248169578047343,0.5251296452661741,0.5892037271974064,0.613772843089626,0.5149577245441261,0.4405370147574149,0.5751672242337053,0.5759909936305171,0.6367346866600451,0.6103054554166266,0.595219206991529,0.6348572019409504,0.5604024905301316,0.714710797742794
DMS_sub_406,NEBU_HUMAN_Beltran_2025_PF14604_6609,248836,97.68084445622296,Medium,1,61,61,974,0.4018037625169942,0.4887586333813608,0.5234028397772149,0.5338039627650552,0.5799266578858061,0.4878112125639963,0.5507027461280289,0.4982969977706744,0.5484808075970167,0.6794271564521847,0.6074134963308193,0.5099827819926005,0.5727764705760151,0.5257691356469649,0.5998555728916023,0.6175285562042389,0.592932928719647,0.6065200364434892,0.46843717037671795,0.6345822160570195
DMS_sub_407,RASA1_HUMAN_Beltran_2025_PF00018_281,185206,83.47015867039616,Medium,1,61,61,1158,0.41673364287452846,0.4471696737442219,0.6122977408853681,0.6177488161116168,0.610606327115647,0.49936668199138995,0.6192383032564963,0.4056887947038324,0.5253460857700288,0.7892053440722143,0.6541446922961663,0.7378455408152101,0.6681470775129303,0.5490690339735472,0.731331491996864,0.7537257686272087,0.6411982344721855,0.7814006689805312,0.4000286531380819,0.6907929448774737
DMS_sub_408,H1T_HUMAN_Beltran_2025_PF00538_44,18645,20.420722601358683,Medium,1,69,69,1207,0.23682144122628007,0.21826167896553564,0.20917376317230363,0.2653567742296215,0.20398523926364306,0.2433207633745634,0.23186778195458918,0.10877041028670992,0.21449074968471446,0.32834434019417075,0.2961875659600921,0.29509152758976975,0.226341859798094,0.25323924662598873,0.27463243504446144,0.2856633567476454,0.1917839213283071,0.26700351982075327,0.3396603037388898,0.33435391466734754
DMS_sub_409,CBL_HUMAN_Beltran_2025_PF00627_854,6239,3.5024477033588566,Medium,1,46,46,850,0.36750221300990316,0.43630177930743314,0.47310394221087,0.41663415776761104,0.4777656081429138,0.4709794742974606,0.5290504892211126,0.5276983587113453,0.5238163032670186,0.509258548988467,0.46079990503548834,0.4318770756694717,0.40745634774722517,0.47198052023028453,0.49226627873207723,0.4908967966819088,0.4316919420473835,0.5766033615631011,0.518390229581985,0.5756616719873916
DMS_sub_410,CRYGS_HUMAN_Beltran_2025_PF00030_96,50425,13.848429235573034,Medium,1,81,81,1402,0.35621596034151715,0.3414273937248245,0.36568734375614914,0.3066126611325915,0.38382676110713665,0.3579232675683725,0.37151125581695554,0.2925450652788659,0.3504674886679941,0.3331672856913615,0.2535655840936256,0.3610464703197335,0.34553636177525404,0.3916043313362041,0.4077593265132898,0.3929057453959269,0.3380774641976301,0.35521483956823857,0.313389081404218,0.37549561841925844
DMS_sub_411,PAX7_HUMAN_Beltran_2025_PF00046_219,238182,81.94161169399794,Medium,1,56,56,1039,0.451488974024293,0.32535964775236453,0.4332595053660395,0.4315335242960099,0.5235921974593151,0.36404300053722555,0.4340172824700291,0.4140476926120485,0.4665171671837883,0.6150742749243028,0.5350327451173118,0.3165056540729602,0.4098482633002776,0.3900190569967478,0.4991376968991167,0.48124000315967624,0.5801450550927326,0.4818976150357874,0.4516985086270672,0.5777122992270437
DMS_sub_412,TYY1_HUMAN_Beltran_2025_PF00096_384,13684,10.61501374065773,Medium,1,24,24,455,0.45869760124300707,0.4346503353825748,0.41000812968696726,0.3175741369689898,0.40153675445815484,0.3617659146511871,0.43185488288664736,0.3580780568839924,0.40574368826165724,0.3806868068171106,0.42446195121826935,0.41646491695181703,0.39339576491211087,0.3913559272589373,0.36023127116333703,0.37655745599172447,0.4491025710727557,0.37534793742139094,0.44222221089830643,0.41315866119658284
DMS_sub_413,DNJB1_HUMAN_Beltran_2025_PF00226_4,81060,65.7754925192148,Medium,1,62,62,1131,0.40735817974907185,0.40941813040402625,0.3921036791136889,0.4400000564030622,0.4415332989993516,0.3866892747886085,0.4711325726606229,0.442189325592295,0.4578173690410061,0.5538580980240432,0.4469890427927544,0.4147826702918352,0.4385598622703576,0.4139987801090625,0.4592440098496336,0.47748988622589933,0.4242438021820357,0.48393281683214345,0.36540396246442564,0.49201558536929835
DMS_sub_414,PAX6_HUMAN_Beltran_2025_PF00046_213,237999,81.92924307089736,Medium,1,55,55,1034,0.5048687458976149,0.40174587457495764,0.48285412545296447,0.4968805332793664,0.5758537628693166,0.4405196005781358,0.4823882571867544,0.5274977220753224,0.5728326999330327,0.6779163107482854,0.5834451884215386,0.40475909053736486,0.5095887000781391,0.4564381884713489,0.5261356728051972,0.5208228399509096,0.6140198208365478,0.5696894105722508,0.49405544886371294,0.6413251952695957
DMS_sub_415,TTP_HUMAN_Beltran_2025_PF00642_105,19607,61.511793269059616,Medium,1,25,25,472,0.37939576911213946,0.3776732379275182,0.43627373653635493,0.40879305902064617,0.3844425034104404,0.38705237777786344,0.40467531032896115,0.40633585300037733,0.42388207510888654,0.4296854726081784,0.423926239084822,0.45230975311766863,0.4238982799786096,0.363379307935009,0.3794417034376463,0.33865701343338056,0.4267210489200216,0.47729135134800643,0.44444479948071386,0.44154258645137634
DMS_sub_416,PIT1_HUMAN_Beltran_2025_PF00157_130,23311,1.7135201693883513,Medium,1,69,69,1212,0.4834182090142073,0.47460587454639913,0.5107190125178918,0.48407323564074956,0.5475766577308335,0.42995733326998326,0.5278181078017468,0.3717563273839447,0.4848796651808107,0.6041579136912996,0.5547033017341259,0.5074212596020016,0.49737379439118246,0.45914485617013323,0.5581629120621646,0.5562147374433111,0.4865657387062525,0.6034418206518024,0.406228906131521,0.6099501141749318
DMS_sub_417,MSX1_HUMAN_Beltran_2025_PF00046_174,240844,78.24719593262853,Medium,1,56,56,1023,0.33907494110142444,0.3134335018208543,0.33555435828705343,0.36855681683719077,0.4244098287206228,0.3101936035543753,0.37152876237154203,0.3349941144158094,0.38313919151826126,0.5918203660629305,0.44877394728916603,0.3507043073215677,0.37120581660088087,0.3359589161790957,0.36800364564831384,0.37501249453510016,0.5102209790700315,0.3928661884846668,0.4327888052574726,0.49943610066049543
