,index,DMS_id,total_number_mutants,estimated_min
618,618,NP_001142.2,7,1.0769230769230769
619,619,NP_001148.1,22,3.3846153846153846
620,620,NP_001153508.1,78,12.0
621,621,NP_001153605.1,77,11.846153846153847
622,622,NP_001153695.1,3,0.46153846153846156
623,623,NP_001153705.1,18,2.769230769230769
624,624,NP_001153839.1,3,0.46153846153846156
625,625,NP_001153844.1,7,1.0769230769230769
626,626,NP_001155197.1,4,0.6153846153846154
627,627,NP_001156685.1,49,7.538461538461538
628,628,NP_001156908.2,17,2.6153846153846154
629,629,NP_001157281.1,15,2.3076923076923075
630,630,NP_001157750.1,26,4.0
631,631,NP_001157814.1,46,7.076923076923077
632,632,NP_001157877.1,3,0.46153846153846156
633,633,NP_001158233.1,4,0.6153846153846154
634,634,NP_001159435.1,741,114.0
635,635,NP_001159725.2,19,2.923076923076923
636,636,NP_001159762.1,23,3.5384615384615383
637,637,NP_001161206.1,21,3.230769230769231
638,638,NP_001162625.1,3,0.46153846153846156
639,639,NP_001164672.1,3,0.46153846153846156
640,640,NP_001165558.2,4,0.6153846153846154
641,641,NP_001165806.1,8,1.2307692307692308
642,642,NP_001165948.1,14,2.1538461538461537
643,643,NP_001166167.1,10,1.5384615384615385
644,644,NP_001166939.1,4,0.6153846153846154
645,645,NP_001167621.1,10,1.5384615384615385
646,646,NP_001170787.2,25,3.8461538461538463
647,647,NP_001170991.1,132,20.307692307692307
648,648,NP_001171481.1,11,1.6923076923076923
649,649,NP_001171536.2,90,13.846153846153847
650,650,NP_001171582.1,2,0.3076923076923077
651,651,NP_001171634.3,4,0.6153846153846154
652,652,NP_001171809.1,105,16.153846153846153
653,653,NP_001171818.1,3,0.46153846153846156
654,654,NP_001174.2,15,2.3076923076923075
655,655,NP_001177203.1,72,11.076923076923077
656,656,NP_001177666.1,10,1.5384615384615385
657,657,NP_001177716.1,4,0.6153846153846154
658,658,NP_001180345.1,75,11.538461538461538
659,659,NP_001181939.1,13,2.0
660,660,NP_001182058.1,9,1.3846153846153846
661,661,NP_001182192.1,19,2.923076923076923
662,662,NP_001182399.1,10,1.5384615384615385
663,663,NP_001185.3,15,2.3076923076923075
664,664,NP_001185797.1,9,1.3846153846153846
665,665,NP_001185885.1,3,0.46153846153846156
666,666,NP_001186.1,11,1.6923076923076923
667,667,NP_001186036.1,30,4.615384615384615
668,668,NP_001186136.1,6,0.9230769230769231
669,669,NP_001186181.1,4,0.6153846153846154
670,670,NP_001186728.1,11,1.6923076923076923
671,671,NP_001186846.1,10,1.5384615384615385
672,672,NP_001188356.1,4,0.6153846153846154
673,673,NP_001189333.2,38,5.846153846153846
674,674,NP_001189472.1,14,2.1538461538461537
675,675,NP_001191197.1,4,0.6153846153846154
676,676,NP_001191244.1,3,0.46153846153846156
677,677,NP_001191354.2,25,3.8461538461538463
678,678,NP_001193.2,7,1.0769230769230769
679,679,NP_001193928.1,18,2.769230769230769
680,680,NP_001194.1,26,4.0
681,681,NP_001195.2,60,9.23076923076923
682,682,NP_001202.5,22,3.3846153846153846
683,683,NP_001209.1,6,0.9230769230769231
684,684,NP_001211.3,47,7.230769230769231
685,685,NP_001219.2,4,0.6153846153846154
686,686,NP_001222.3,8,1.2307692307692308
687,687,NP_001223.2,10,1.5384615384615385
688,688,NP_001229804.1,16,2.4615384615384617
689,689,NP_001229817.2,23,3.5384615384615383
690,690,NP_001229825.1,25,3.8461538461538463
691,691,NP_001229886.1,12,1.8461538461538463
692,692,NP_001230106.1,3,0.46153846153846156
693,693,NP_001230695.2,35,5.384615384615385
694,694,NP_001231118.1,29,4.461538461538462
695,695,NP_001233.2,3,0.46153846153846156
696,696,NP_001242976.1,8,1.2307692307692308
697,697,NP_001243169.1,9,1.3846153846153846
698,698,NP_001243328.1,3,0.46153846153846156
699,699,NP_001243371.1,37,5.6923076923076925
700,700,NP_001243423.1,2,0.3076923076923077
701,701,NP_001243439.1,3,0.46153846153846156
702,702,NP_001243506.2,6,0.9230769230769231
703,703,NP_001243556.1,6,0.9230769230769231
704,704,NP_001243643.1,13,2.0
705,705,NP_001243805.1,40,6.153846153846154
706,706,NP_001244074.1,23,3.5384615384615383
707,707,NP_001244159.1,46,7.076923076923077
708,708,NP_001244941.2,15,2.3076923076923075
709,709,NP_001245150.1,3,0.46153846153846156
710,710,NP_001245218.1,3,0.46153846153846156
711,711,NP_001251.1,7,1.0769230769230769
712,712,NP_001254507.1,8,1.2307692307692308
713,713,NP_001254538.1,2,0.3076923076923077
714,714,NP_001255.4,22,3.3846153846153846
715,715,NP_001258750.1,11,1.6923076923076923
716,716,NP_001258928.1,10,1.5384615384615385
717,717,NP_001261.2,7,1.0769230769230769
718,718,NP_001262.3,115,17.692307692307693
719,719,NP_001264.2,49,7.538461538461538
720,720,NP_001265067.1,99,15.23076923076923
721,721,NP_001265273.1,41,6.3076923076923075
722,722,NP_001265868.1,25,3.8461538461538463
723,723,NP_001269154.1,21,3.230769230769231
724,724,NP_001269210.1,18,2.769230769230769
725,725,NP_001269333.1,8,1.2307692307692308
726,726,NP_001269463.1,4,0.6153846153846154
727,727,NP_001269613.2,6,0.9230769230769231
728,728,NP_001269862.1,22,3.3846153846153846
729,729,NP_001271165.2,6,0.9230769230769231
730,730,NP_001273003.2,48,7.384615384615385
731,731,NP_001273540.1,9,1.3846153846153846
732,732,NP_001273644.1,3,0.46153846153846156
733,733,NP_001274420.1,11,1.6923076923076923
734,734,NP_001275582.1,9,1.3846153846153846
735,735,NP_001275676.1,17,2.6153846153846154
736,736,NP_001275880.1,22,3.3846153846153846
737,737,NP_001275929.1,18,2.769230769230769
738,738,NP_001278.1,44,6.769230769230769
739,739,NP_001278585.2,18,2.769230769230769
740,740,NP_001278650.1,41,6.3076923076923075
741,741,NP_001278933.1,23,3.5384615384615383
742,742,NP_001284478.1,3,0.46153846153846156
743,743,NP_001287771.1,9,1.3846153846153846
744,744,NP_001287829.1,6,0.9230769230769231
745,745,NP_001288.3,40,6.153846153846154
746,746,NP_001288153.1,3,0.46153846153846156
747,747,NP_001289.1,85,13.076923076923077
748,748,NP_001290039.1,31,4.769230769230769
749,749,NP_001290185.1,34,5.230769230769231
750,750,NP_001290425.1,33,5.076923076923077
751,751,NP_001291646.4,174,26.76923076923077
752,752,NP_001293061.2,70,10.76923076923077
753,753,NP_001294.2,9,1.3846153846153846
754,754,NP_001295205.1,5,0.7692307692307693
755,755,NP_001298127.1,7,1.0769230769230769
756,756,NP_001303260.1,5,0.7692307692307693
757,757,NP_001304019.1,11,1.6923076923076923
758,758,NP_001304919.1,2,0.3076923076923077
759,759,NP_001305092.1,3,0.46153846153846156
760,760,NP_001305781.1,14,2.1538461538461537
761,761,NP_001307127.1,5,0.7692307692307693
762,762,NP_001307509.1,9,1.3846153846153846
763,763,NP_001307594.1,8,1.2307692307692308
764,764,NP_001307679.1,17,2.6153846153846154
765,765,NP_001307852.1,10,1.5384615384615385
766,766,NP_001308031.1,12,1.8461538461538463
767,767,NP_001308943.1,53,8.153846153846153
768,768,NP_001308971.2,30,4.615384615384615
769,769,NP_001309774.1,18,2.769230769230769
770,770,NP_001309863.1,8,1.2307692307692308
771,771,NP_001313340.1,8,1.2307692307692308
772,772,NP_001316485.1,5,0.7692307692307693
773,773,NP_001316843.1,3,0.46153846153846156
774,774,NP_001317619.1,11,1.6923076923076923
775,775,NP_001317964.1,18,2.769230769230769
776,776,NP_001319.1,6,0.9230769230769231
777,777,NP_001323.1,16,2.4615384615384617
778,778,NP_001334748.1,5,0.7692307692307693
779,779,NP_001336584.1,13,2.0
780,780,NP_001336644.1,8,1.2307692307692308
781,781,NP_001340.2,6,0.9230769230769231
782,782,NP_001340274.1,37,5.6923076923076925
783,783,NP_001340741.2,2,0.3076923076923077
784,784,NP_001341530.2,25,3.8461538461538463
785,785,NP_001349700.1,25,3.8461538461538463
786,786,NP_001351.2,86,13.23076923076923
787,787,NP_001351952.1,7,1.0769230769230769
788,788,NP_001352.2,6,0.9230769230769231
789,789,NP_001352465.1,47,7.230769230769231
790,790,NP_001353076.1,9,1.3846153846153846
791,791,NP_001354752.1,21,3.230769230769231
792,792,NP_001354903.1,2,0.3076923076923077
793,793,NP_001354906.1,2,0.3076923076923077
794,794,NP_001355738.1,10,1.5384615384615385
795,795,NP_001355847.1,47,7.230769230769231
796,796,NP_001356.1,6,0.9230769230769231
797,797,NP_001356355.1,17,2.6153846153846154
798,798,NP_001357188.2,98,15.076923076923077
799,799,NP_001357524.1,8,1.2307692307692308
800,800,NP_001357587.1,56,8.615384615384615
801,801,NP_001358001.1,3,0.46153846153846156
802,802,NP_001358995.1,27,4.153846153846154
803,803,NP_001359162.1,6,0.9230769230769231
804,804,NP_001365406.2,10,1.5384615384615385
805,805,NP_001365421.1,14,2.1538461538461537
806,806,NP_001366127.1,177,27.23076923076923
807,807,NP_001366380.1,11,1.6923076923076923
808,808,NP_001366429.1,42,6.461538461538462
809,809,NP_001366543.1,4,0.6153846153846154
810,810,NP_001368914.1,7,1.0769230769230769
811,811,NP_001369746.2,16,2.4615384615384617
812,812,NP_001373.2,14,2.1538461538461537
813,813,NP_001374.4,11,1.6923076923076923
814,814,NP_001374178.1,3,0.46153846153846156
815,815,NP_001376.1,9,1.3846153846153846
816,816,NP_001377.1,2,0.3076923076923077
817,817,NP_001380.2,10,1.5384615384615385
818,818,NP_001380429.1,4,0.6153846153846154
819,819,NP_001387.2,94,14.461538461538462
820,820,NP_001388.1,6,0.9230769230769231
821,821,NP_001390.1,101,15.538461538461538
822,822,NP_001412.1,3,0.46153846153846156
823,823,NP_001421.2,51,7.846153846153846
824,824,NP_001431.1,7,1.0769230769230769
825,825,NP_001439.2,5,0.7692307692307693
826,826,NP_001440.2,14,2.1538461538461537
827,827,NP_001442.2,14,2.1538461538461537
828,828,NP_001444.2,25,3.8461538461538463
829,829,NP_001457.1,12,1.8461538461538463
830,830,NP_001461.1,6,0.9230769230769231
831,831,NP_001469.1,10,1.5384615384615385
832,832,NP_001473.1,9,1.3846153846153846
833,833,NP_001482.1,3,0.46153846153846156
834,834,NP_001483.3,9,1.3846153846153846
835,835,NP_001484.1,3,0.46153846153846156
836,836,NP_001501.2,9,1.3846153846153846
837,837,NP_001510.2,12,1.8461538461538463
838,838,NP_001511.2,5,0.7692307692307693
839,839,NP_001521.1,9,1.3846153846153846
840,840,NP_001529.2,12,1.8461538461538463
841,841,NP_001531.1,21,3.230769230769231
842,842,NP_001534.1,6,0.9230769230769231
843,843,NP_001547.1,19,2.923076923076923
844,844,NP_001548.1,10,1.5384615384615385
845,845,NP_001549.2,18,2.769230769230769
846,846,NP_001554.2,19,2.923076923076923
847,847,NP_001596.2,23,3.5384615384615383
848,848,NP_001600.1,8,1.2307692307692308
849,849,NP_001605.1,44,6.769230769230769
850,850,NP_001616.1,11,1.6923076923076923
851,851,NP_001617.1,2,0.3076923076923077
852,852,NP_001640.1,8,1.2307692307692308
853,853,NP_001642.1,6,0.9230769230769231
854,854,NP_001671.2,4,0.6153846153846154
855,855,NP_001672.1,21,3.230769230769231
856,856,NP_001681.2,11,1.6923076923076923
857,857,NP_001683.2,9,1.3846153846153846
858,858,NP_001684.2,11,1.6923076923076923
859,859,NP_001687.1,3,0.46153846153846156
860,860,NP_001689.1,7,1.0769230769230769
861,861,NP_001702.1,5,0.7692307692307693
862,862,NP_001708.3,4,0.6153846153846154
863,863,NP_001709.1,2,0.3076923076923077
864,864,NP_001730.1,9,1.3846153846153846
865,865,NP_001745.2,41,6.3076923076923075
866,866,NP_001750.1,9,1.3846153846153846
867,867,NP_001759.3,3,0.46153846153846156
868,868,NP_001761.3,5,0.7692307692307693
869,869,NP_001774.1,2,0.3076923076923077
870,870,NP_001783.2,17,2.6153846153846154
871,871,NP_001784.2,11,1.6923076923076923
872,872,NP_001785.2,3,0.46153846153846156
873,873,NP_001796.2,3,0.46153846153846156
874,874,NP_001813.1,4,0.6153846153846154
875,875,NP_001821.2,33,5.076923076923077
876,876,NP_001835.3,402,61.84615384615385
877,877,NP_001837.2,89,13.692307692307692
878,878,NP_001839.2,134,20.615384615384617
879,879,NP_001840.3,122,18.76923076923077
880,880,NP_001843.1,20,3.076923076923077
881,881,NP_001845.3,154,23.692307692307693
882,882,NP_001850.1,2,0.3076923076923077
883,883,NP_001859.1,14,2.1538461538461537
884,884,NP_001866.2,61,9.384615384615385
885,885,NP_001867.2,28,4.3076923076923075
886,886,NP_001876.1,4,0.6153846153846154
887,887,NP_001877.1,5,0.7692307692307693
888,888,NP_001878.1,6,0.9230769230769231
889,889,NP_001895.1,13,2.0
890,890,NP_001905.1,2,0.3076923076923077
891,891,NP_001907.3,4,0.6153846153846154
892,892,NP_001908.3,5,0.7692307692307693
893,893,NP_001909.4,29,4.461538461538462
894,894,NP_001914.3,3,0.46153846153846156
895,895,NP_001918.3,31,4.769230769230769
896,896,NP_001922.2,17,2.6153846153846154
897,897,NP_001928.2,7,1.0769230769230769
898,898,NP_001934.2,35,5.384615384615385
899,899,NP_001944.1,31,4.769230769230769
900,900,NP_001949.1,36,5.538461538461538
901,901,NP_001952.1,4,0.6153846153846154
902,902,NP_001963.1,55,8.461538461538462
903,903,NP_001973.2,9,1.3846153846153846
904,904,NP_001976.1,6,0.9230769230769231
905,905,NP_001978.1,8,1.2307692307692308
906,906,NP_002001.1,4,0.6153846153846154
907,907,NP_002008.2,6,0.9230769230769231
908,908,NP_002009.1,5,0.7692307692307693
909,909,NP_002011.2,28,4.3076923076923075
910,910,NP_002015.1,11,1.6923076923076923
911,911,NP_002016.2,18,2.769230769230769
912,912,NP_002038.2,32,4.923076923076923
913,913,NP_002040.1,26,4.0
914,914,NP_002043.2,16,2.4615384615384617
915,915,NP_002046.1,51,7.846153846153846
916,916,NP_002056.2,2,0.3076923076923077
917,917,NP_002058.2,8,1.2307692307692308
918,918,NP_002060.4,11,1.6923076923076923
919,919,NP_002063.2,5,0.7692307692307693
920,920,NP_002065.1,33,5.076923076923077
921,921,NP_002067.1,4,0.6153846153846154
922,922,NP_002071.2,12,1.8461538461538463
923,923,NP_002078.1,9,1.3846153846153846
924,924,NP_002100.2,15,2.3076923076923075
925,925,NP_002104.2,8,1.2307692307692308
926,926,NP_002131.2,13,2.0
927,927,NP_002147.2,5,0.7692307692307693
928,928,NP_002151.2,57,8.76923076923077
929,929,NP_002159.2,6,0.9230769230769231
930,930,NP_002171.2,45,6.923076923076923
931,931,NP_002172.2,10,1.5384615384615385
932,932,NP_002176.2,20,3.076923076923077
933,933,NP_002195.1,15,2.3076923076923075
934,934,NP_002212.3,12,1.8461538461538463
935,935,NP_002217.3,7,1.0769230769230769
936,936,NP_002226.1,2,0.3076923076923077
937,937,NP_002231.1,3,0.46153846153846156
938,938,NP_002232.2,9,1.3846153846153846
939,939,NP_002233.2,5,0.7692307692307693
940,940,NP_002237.1,7,1.0769230769230769
941,941,NP_002238.2,13,2.0
942,942,NP_002240.3,7,1.0769230769230769
943,943,NP_002241.1,9,1.3846153846153846
944,944,NP_002244.1,13,2.0
945,945,NP_002258.2,2,0.3076923076923077
946,946,NP_002283.3,28,4.3076923076923075
947,947,NP_002287.2,12,1.8461538461538463
948,948,NP_002290.2,14,2.1538461538461537
949,949,NP_002294.2,11,1.6923076923076923
950,950,NP_002307.2,28,4.3076923076923075
951,951,NP_002308.2,9,1.3846153846153846
952,952,NP_002325.2,15,2.3076923076923075
953,953,NP_002326.2,67,10.307692307692308
954,954,NP_002327.2,19,2.923076923076923
955,955,NP_002372.1,20,3.076923076923077
956,956,NP_002380.3,6,0.9230769230769231
957,957,NP_002388.2,37,5.6923076923076925
958,958,NP_002392.2,2,0.3076923076923077
959,959,NP_002393.2,2,0.3076923076923077
960,960,NP_002411.3,37,5.6923076923076925
961,961,NP_002418.1,10,1.5384615384615385
962,962,NP_002421.3,7,1.0769230769230769
963,963,NP_002426.1,12,1.8461538461538463
964,964,NP_002428.1,13,2.0
965,965,NP_002430.3,21,3.230769230769231
966,966,NP_002431.2,3,0.46153846153846156
967,967,NP_002435.1,13,2.0
968,968,NP_002440.2,8,1.2307692307692308
969,969,NP_002445.2,20,3.076923076923077
970,970,NP_002456.2,18,2.769230769230769
971,971,NP_002460.1,5,0.7692307692307693
972,972,NP_002461.2,49,7.538461538461538
973,973,NP_002462.2,30,4.615384615384615
974,974,NP_002463.2,23,3.5384615384615383
975,975,NP_002464.1,71,10.923076923076923
976,976,NP_002476.2,19,2.923076923076923
977,977,NP_002486.1,2,0.3076923076923077
978,978,NP_002492.2,27,4.153846153846154
979,979,NP_002509.2,6,0.9230769230769231
980,980,NP_002519.2,5,0.7692307692307693
981,981,NP_002520.2,48,7.384615384615385
982,982,NP_002538.1,20,3.076923076923077
983,983,NP_002543.2,6,0.9230769230769231
984,984,NP_002569.1,9,1.3846153846153846
985,985,NP_002573.1,5,0.7692307692307693
986,986,NP_002576.1,14,2.1538461538461537
987,987,NP_002599.1,9,1.3846153846153846
988,988,NP_002600.1,90,13.846153846153847
989,989,NP_002606.3,7,1.0769230769230769
990,990,NP_002612.1,10,1.5384615384615385
991,991,NP_002624.2,10,1.5384615384615385
992,992,NP_002632.1,32,4.923076923076923
993,993,NP_002633.1,5,0.7692307692307693
994,994,NP_002644.4,4,0.6153846153846154
995,995,NP_002652.2,42,6.461538461538462
996,996,NP_002653.1,23,3.5384615384615383
997,997,NP_002668.1,9,1.3846153846153846
998,998,NP_002682.2,18,2.769230769230769
999,999,NP_002684.1,101,15.538461538461538
1000,1000,NP_002706.1,16,2.4615384615384617
1001,1001,NP_002725.1,5,0.7692307692307693
1002,1002,NP_002730.1,22,3.3846153846153846
1003,1003,NP_002733.2,13,2.0
1004,1004,NP_002746.1,32,4.923076923076923
1005,1005,NP_002755.1,18,2.769230769230769
1006,1006,NP_002759.2,2,0.3076923076923077
1007,1007,NP_002760.1,22,3.3846153846153846
1008,1008,NP_002766.1,18,2.769230769230769
1009,1009,NP_002769.1,13,2.0
1010,1010,NP_002791.1,3,0.46153846153846156
1011,1011,NP_002825.3,118,18.153846153846153
1012,1012,NP_002829.3,12,1.8461538461538463
1013,1013,NP_002851.2,25,3.8461538461538463
1014,1014,NP_002854.3,23,3.5384615384615383
1015,1015,NP_002863.1,4,0.6153846153846154
1016,1016,NP_002866.2,8,1.2307692307692308
1017,1017,NP_002871.1,59,9.076923076923077
1018,1018,NP_002878.2,11,1.6923076923076923
1019,1019,NP_002885.1,5,0.7692307692307693
1020,1020,NP_002891.1,12,1.8461538461538463
1021,1021,NP_002896.2,15,2.3076923076923075
1022,1022,NP_002920.1,4,0.6153846153846154
1023,1023,NP_002927.2,4,0.6153846153846154
1024,1024,NP_002932.1,22,3.3846153846153846
1025,1025,NP_002959.2,35,5.384615384615385
1026,1026,NP_002963.2,12,1.8461538461538463
1027,1027,NP_002991.2,72,11.076923076923077
1028,1028,NP_002992.1,10,1.5384615384615385
1029,1029,NP_002993.1,30,4.615384615384615
1030,1030,NP_003005.2,5,0.7692307692307693
1031,1031,NP_003009.2,13,2.0
1032,1032,NP_003014.3,24,3.6923076923076925
1033,1033,NP_003026.2,11,1.6923076923076923
1034,1034,NP_003027.1,41,6.3076923076923075
1035,1035,NP_003029.2,5,0.7692307692307693
1036,1036,NP_003032.1,4,0.6153846153846154
1037,1037,NP_003033.3,113,17.384615384615383
1038,1038,NP_003038.2,3,0.46153846153846156
1039,1039,NP_003043.3,11,1.6923076923076923
1040,1040,NP_003045.2,4,0.6153846153846154
1041,1041,NP_003046.2,10,1.5384615384615385
1042,1042,NP_003051.1,83,12.76923076923077
1043,1043,NP_003061.3,134,20.615384615384617
1044,1044,NP_003064.2,9,1.3846153846153846
1045,1045,NP_003066.2,10,1.5384615384615385
1046,1046,NP_003070.3,10,1.5384615384615385
1047,1047,NP_003089.1,8,1.2307692307692308
1048,1048,NP_003095.2,7,1.0769230769230769
1049,1049,NP_003097.1,14,2.1538461538461537
1050,1050,NP_003098.1,5,0.7692307692307693
1051,1051,NP_003099.1,39,6.0
1052,1052,NP_003110.1,32,4.923076923076923
1053,1053,NP_003127.1,5,0.7692307692307693
1054,1054,NP_003147.2,16,2.4615384615384617
1055,1055,NP_003150.1,170,26.153846153846153
1056,1056,NP_003156.1,124,19.076923076923077
1057,1057,NP_003163.1,14,2.1538461538461537
1058,1058,NP_003165.2,15,2.3076923076923075
1059,1059,NP_003168.2,4,0.6153846153846154
1060,1060,NP_003184.1,14,2.1538461538461537
1061,1061,NP_003192.1,4,0.6153846153846154
1062,1062,NP_003212.2,4,0.6153846153846154
1063,1063,NP_003218.2,13,2.0
1064,1064,NP_003229.1,17,2.6153846153846154
1065,1065,NP_003230.1,9,1.3846153846153846
1066,1066,NP_003233.4,74,11.384615384615385
1067,1067,NP_003237.2,2,0.3076923076923077
1068,1068,NP_003276.3,11,1.6923076923076923
1069,1069,NP_003280.2,14,2.1538461538461537
1070,1070,NP_003292.1,3,0.46153846153846156
1071,1071,NP_003312.3,4,0.6153846153846154
1072,1072,NP_003313.3,28,4.3076923076923075
1073,1073,NP_003325.2,31,4.769230769230769
1074,1074,NP_003350.1,4,0.6153846153846154
1075,1075,NP_003352.2,46,7.076923076923077
1076,1076,NP_003357.2,6,0.9230769230769231
1077,1077,NP_003374.3,6,0.9230769230769231
1078,1078,NP_003383.4,10,1.5384615384615385
1079,1079,NP_003385.2,5,0.7692307692307693
1080,1080,NP_003394.1,15,2.3076923076923075
1081,1081,NP_003403.2,9,1.3846153846153846
1082,1082,NP_003404.1,10,1.5384615384615385
1083,1083,NP_003457.1,10,1.5384615384615385
1084,1084,NP_003461.2,9,1.3846153846153846
1085,1085,NP_003467.1,2,0.3076923076923077
1086,1086,NP_003468.2,12,1.8461538461538463
1087,1087,NP_003482.1,22,3.3846153846153846
1088,1088,NP_003485.1,125,19.23076923076923
1089,1089,NP_003551.2,58,8.923076923076923
1090,1090,NP_003570.2,44,6.769230769230769
1091,1091,NP_003578.2,5,0.7692307692307693
1092,1092,NP_003579.3,11,1.6923076923076923
1093,1093,NP_003581.1,8,1.2307692307692308
1094,1094,NP_003592.3,3,0.46153846153846156
1095,1095,NP_003602.1,49,7.538461538461538
1096,1096,NP_003611.1,15,2.3076923076923075
1097,1097,NP_003621.1,2,0.3076923076923077
1098,1098,NP_003623.1,6,0.9230769230769231
1099,1099,NP_003631.2,21,3.230769230769231
1100,1100,NP_003638.1,3,0.46153846153846156
1101,1101,NP_003651.1,4,0.6153846153846154
1102,1102,NP_003667.1,10,1.5384615384615385
1103,1103,NP_003671.1,13,2.0
1104,1104,NP_003672.1,3,0.46153846153846156
1105,1105,NP_003679.2,37,5.6923076923076925
1106,1106,NP_003681.1,6,0.9230769230769231
1107,1107,NP_003696.2,5,0.7692307692307693
1108,1108,NP_003709.3,74,11.384615384615385
1109,1109,NP_003712.1,7,1.0769230769230769
1110,1110,NP_003713.3,67,10.307692307692308
1111,1111,NP_003733.2,73,11.23076923076923
1112,1112,NP_003745.1,2,0.3076923076923077
1113,1113,NP_003755.2,5,0.7692307692307693
1114,1114,NP_003782.1,15,2.3076923076923075
1115,1115,NP_003784.2,9,1.3846153846153846
1116,1116,NP_003788.2,7,1.0769230769230769
1117,1117,NP_003792.1,14,2.1538461538461537
1118,1118,NP_003796.1,6,0.9230769230769231
1119,1119,NP_003826.2,12,1.8461538461538463
1120,1120,NP_003830.1,13,2.0
1121,1121,NP_003840.2,7,1.0769230769230769
1122,1122,NP_003841.1,19,2.923076923076923
1123,1123,NP_003854.1,3,0.46153846153846156
1124,1124,NP_003856.1,2,0.3076923076923077
1125,1125,NP_003871.1,14,2.1538461538461537
1126,1126,NP_003874.2,3,0.46153846153846156
1127,1127,NP_003886.3,26,4.0
1128,1128,NP_003887.3,5,0.7692307692307693
1129,1129,NP_003891.1,19,2.923076923076923
1130,1130,NP_003892.2,8,1.2307692307692308
1131,1131,NP_003898.2,50,7.6923076923076925
1132,1132,NP_003910.1,10,1.5384615384615385
1133,1133,NP_003914.1,14,2.1538461538461537
1134,1134,NP_003915.2,6,0.9230769230769231
1135,1135,NP_003916.1,9,1.3846153846153846
1136,1136,NP_003928.1,6,0.9230769230769231
1137,1137,NP_003968.3,4,0.6153846153846154
1138,1138,NP_003969.2,14,2.1538461538461537
1139,1139,NP_003982.1,4,0.6153846153846154
1140,1140,NP_003986.2,20,3.076923076923077
1141,1141,NP_003989.2,19,2.923076923076923
1142,1142,NP_003990.1,13,2.0
1143,1143,NP_003995.2,99,15.23076923076923
1144,1144,NP_004010.1,12,1.8461538461538463
1145,1145,NP_004026.2,6,0.9230769230769231
1146,1146,NP_004035.2,13,2.0
1147,1147,NP_004046.2,25,3.8461538461538463
1148,1148,NP_004067.1,5,0.7692307692307693
1149,1149,NP_004073.2,30,4.615384615384615
1150,1150,NP_004076.1,3,0.46153846153846156
1151,1151,NP_004077.1,15,2.3076923076923075
1152,1152,NP_004083.3,33,5.076923076923077
1153,1153,NP_004091.3,5,0.7692307692307693
1154,1154,NP_004105.1,2,0.3076923076923077
1155,1155,NP_004125.3,3,0.46153846153846156
1156,1156,NP_004144.2,16,2.4615384615384617
1157,1157,NP_004159.2,13,2.0
1158,1158,NP_004161.4,4,0.6153846153846154
1159,1159,NP_004162.2,49,7.538461538461538
1160,1160,NP_004165.2,13,2.0
1161,1161,NP_004167.3,10,1.5384615384615385
1162,1162,NP_004172.2,2,0.3076923076923077
1163,1163,NP_004174.1,170,26.153846153846153
1164,1164,NP_004175.2,3,0.46153846153846156
1165,1165,NP_004178.2,65,10.0
1166,1166,NP_004179.3,11,1.6923076923076923
1167,1167,NP_004195.2,18,2.769230769230769
1168,1168,NP_004199.1,27,4.153846153846154
1169,1169,NP_004202.4,35,5.384615384615385
1170,1170,NP_004209.2,10,1.5384615384615385
1171,1171,NP_004229.1,14,2.1538461538461537
1172,1172,NP_004230.2,31,4.769230769230769
1173,1173,NP_004238.3,27,4.153846153846154
1174,1174,NP_004251.4,49,7.538461538461538
1175,1175,NP_004259.3,9,1.3846153846153846
1176,1176,NP_004264.2,15,2.3076923076923075
1177,1177,NP_004269.1,4,0.6153846153846154
1178,1178,NP_004270.2,7,1.0769230769230769
1179,1179,NP_004272.2,21,3.230769230769231
1180,1180,NP_004278.2,4,0.6153846153846154
1181,1181,NP_004288.1,2,0.3076923076923077
1182,1182,NP_004290.2,22,3.3846153846153846
1183,1183,NP_004295.2,39,6.0
1184,1184,NP_004302.1,2,0.3076923076923077
1185,1185,NP_004312.2,171,26.307692307692307
1186,1186,NP_004319.1,21,3.230769230769231
1187,1187,NP_004320.2,16,2.4615384615384617
1188,1188,NP_004324.2,98,15.076923076923077
1189,1189,NP_004332.2,11,1.6923076923076923
1190,1190,NP_004351.1,55,8.461538461538462
1191,1191,NP_004355.2,4,0.6153846153846154
1192,1192,NP_004357.3,24,3.6923076923076925
1193,1193,NP_004362.2,74,11.384615384615385
1194,1194,NP_004367.2,7,1.0769230769230769
1195,1195,NP_004378.1,15,2.3076923076923075
1196,1196,NP_004388.2,5,0.7692307692307693
1197,1197,NP_004399.2,77,11.846153846153847
1198,1198,NP_004416.2,10,1.5384615384615385
1199,1199,NP_004420.1,14,2.1538461538461537
1200,1200,NP_004422.2,23,3.5384615384615383
1201,1201,NP_004429.1,4,0.6153846153846154
1202,1202,NP_004435.3,76,11.692307692307692
1203,1203,NP_004437.2,20,3.076923076923077
1204,1204,NP_004439.2,20,3.076923076923077
1205,1205,NP_004443.3,7,1.0769230769230769
1206,1206,NP_004444.2,81,12.461538461538462
1207,1207,NP_004447.2,39,6.0
1208,1208,NP_004449.1,7,1.0769230769230769
1209,1209,NP_004454.2,21,3.230769230769231
1210,1210,NP_004456.1,6,0.9230769230769231
1211,1211,NP_004472.1,5,0.7692307692307693
